,maximum,minimum
mnxr100381c19,99999.0,0.0
mnxr100381c3,99999.0,0.0
mnxr100382c3,99999.0,0.0
mnxr100383c3,99999.0,-99999.0
mnxr100384c3,99999.0,-99999.0
mnxr100386c2b,0.0,-99999.0
mnxr100386c2c19,0.0,-99999.0
mnxr100389c3,99999.0,-99999.0
mnxr100390c3,99999.0,-99999.0
mnxr100410c19,99999.0,0.0
mnxr100410c3,0.0,-99999.0
mnxr100413c19,99999.0,0.0
mnxr100413c3,0.0,-99999.0
mnxr100432c3,99999.0,-99999.0
mnxr100433c2b,99999.0,-99999.0
mnxr100433c2c19,99999.0,-99999.0
mnxr100434c3c19,99999.0,-99999.0
mnxr100443c2b,99999.0,-99999.0
mnxr100443c2c19,99999.0,-99999.0
mnxr100443c3c19,99999.0,-99999.0
mnxr100446c2,99999.0,-99999.0
mnxr100446c3,99999.0,-99999.0
mnxr100447c3c19,99999.0,0.0
mnxr100448c3c19,99999.0,0.0
mnxr100449c2b,99999.0,-99999.0
mnxr100449c2c19,99999.0,-99999.0
mnxr100449c3c19,99999.0,-99999.0
mnxr100450c3,99999.0,0.0
mnxr100454c3,49999.5,0.044
mnxr100457c3,99999.0,-99999.0
mnxr100458c3,99999.0,0.0
mnxr100460c3,99999.0,0.0
mnxr100462c2b,0.0,0.0
mnxr100462c2c19,0.0,0.0
mnxr100468c3,99999.0,-99999.0
mnxr100482c3,99999.0,-99999.0
mnxr100484c2b,99999.0,-99999.0
mnxr100484c2c19,99999.0,-99999.0
mnxr100484c3c19,99999.0,-99999.0
mnxr100485c3c19,99999.0,-99999.0
mnxr100495c2b,0.0,0.0
mnxr100495c2c19,0.0,0.0
mnxr100543c3,99999.0,-99999.0
mnxr100545c3,99999.0,-99999.0
mnxr100546c3,99999.0,-99999.0
mnxr100547c3,99999.0,-99999.0
mnxr100548c3,99999.0,-99999.0
mnxr100549c3,99999.0,-99999.0
mnxr100550c3,0.0,0.0
mnxr100552c3,99999.0,-99999.0
mnxr100554c3,99999.0,-99999.0
mnxr100555c3,99999.0,-99999.0
mnxr100566c3,0.0,0.0
mnxr100570c3c19,99999.0,0.0
mnxr100571c2b,0.0,-99999.0
mnxr100571c2c19,0.0,-99999.0
mnxr100572c3,99999.0,-0.0
mnxr100577c3,99999.0,-99999.0
mnxr100580c2b,0.0,0.0
mnxr100580c2c19,0.0,0.0
mnxr100583c3c19,99999.0,-99999.0
mnxr100587c3,99999.0,0.0
mnxr100597c3c19,99999.0,0.0
mnxr100604c3,0.0,0.0
mnxr100606c3,0.0,0.0
mnxr100611c3,99999.0,-99999.0
mnxr100620c3c19,99999.0,0.0
mnxr100637c3,0.0,-99999.0
mnxr100639c3,99999.0,0.0
mnxr100642c3,99999.0,0.0
mnxr100644c3c19,99999.0,0.0
mnxr100649c2b,99999.0,-99999.0
mnxr100649c2c19,99999.0,-99999.0
mnxr100657c3c19,99999.0,0.0
mnxr100658c3,12499.875,0.0
mnxr100664c3,99999.0,-99999.0
mnxr100676c3c19,99999.0,0.0
mnxr100678c2b,99999.0,-99999.0
mnxr100678c2c19,99999.0,-99999.0
mnxr100682c3,99999.0,-99999.0
mnxr100692c3,99999.0,-99999.0
mnxr100698c3,99999.0,-99999.0
mnxr100699c3,99999.0,-99999.0
mnxr100703c3c19,0.0,-99999.0
mnxr100734c3,99999.0,-99999.0
mnxr100735c3,99999.0,-99999.0
mnxr100737c3,99999.0,-99999.0
mnxr100741c3,99999.0,-99999.0
mnxr100750c2b,0.0,-99999.0
mnxr100750c2c19,0.0,-99999.0
mnxr100753c19c3,99999.0,0.0
mnxr100754c19c3,99999.0,0.0
mnxr100755c3c19,99999.0,0.0
mnxr100763c3,99999.0,0.0
mnxr100778c2b,0.0,0.0
mnxr100778c2c19,0.0,0.0
mnxr100781c3,99999.0,-99999.0
mnxr100782c3,99999.0,-99999.0
mnxr100783c3,99999.0,-99999.0
mnxr100784c3,0.0,0.0
mnxr100787c3c19,99999.0,-99999.0
mnxr100788c2b,99999.0,-99999.0
mnxr100788c2c19,99999.0,-99999.0
mnxr100789c3,99999.0,-99999.0
mnxr100801c3,99999.0,-99999.0
mnxr100802c3,99999.0,-99999.0
mnxr100803c3c19,99999.0,-99999.0
mnxr100804c2b,99999.0,-99999.0
mnxr100804c2c19,99999.0,-99999.0
mnxr100811c3,99999.0,-0.0
mnxr100813c3,99999.0,-0.0
mnxr100816c3,99999.0,0.0
mnxr100821c3c19,99999.0,0.0
mnxr100822c3c19,99999.0,-99999.0
mnxr100824c2b,99999.0,-535.99464
mnxr100824c2c19,99999.0,-535.99464
mnxr100825c3c19,99999.0,0.0
mnxr100826c3,0.0,-99999.0
mnxr100827c3,99999.0,0.0
mnxr100830c3,99999.0,-99999.0
mnxr100831c2b,0.0,0.0
mnxr100831c2c19,0.0,0.0
mnxr100832c3c19,99999.0,0.0
mnxr100838c3,99999.0,-99999.0
mnxr100840c3c19,99999.0,0.0
mnxr100841c3c19,99999.0,-99999.0
mnxr100843c3,99999.0,0.0
mnxr100845c3,99999.0,-99999.0
mnxr100848c2b,99999.0,-99999.0
mnxr100848c2c19,99999.0,-99999.0
mnxr100850c3c19,99999.0,0.0
mnxr100878c3,0.0,-99999.0
mnxr100879c3,99999.0,0.0
mnxr100880c3c19,99999.0,0.0
mnxr100881c2b,0.0,-99999.0
mnxr100881c2c19,0.0,-99999.0
mnxr100904c3,99999.0,-99999.0
mnxr100905c3,99999.0,-99999.0
mnxr100906c3,99999.0,-99999.0
mnxr100911c3,12499.875,0.0
mnxr100915c3,12499.875,0.0
mnxr100917c3,16666.5,0.0
mnxr100923c3,14285.571429,0.0
mnxr100939c3c19,99999.0,-99999.0
mnxr100950c3c19,99999.0,-99999.0
mnxr100951c3c19,99999.0,-99999.0
mnxr100999c2b,99999.0,-99999.0
mnxr100999c2c19,99999.0,-99999.0
mnxr101002c3,99999.0,0.0
mnxr101003c2b,0.0,0.0
mnxr101003c2c19,0.0,0.0
mnxr101004c3c19,-0.0,0.0
mnxr101005c2b,0.0,0.0
mnxr101005c2c19,0.0,0.0
mnxr101006c3c19,0.0,0.0
mnxr101008c3,99999.0,0.0
mnxr101009c3,99999.0,-99999.0
mnxr101011c3,99999.0,0.0
mnxr101018c3,99999.0,-99999.0
mnxr101024c3c19,99999.0,0.0
mnxr101026c3c19,99999.0,0.0
mnxr101027c2b,99999.0,-99999.0
mnxr101027c2c19,99999.0,-99999.0
mnxr101032c3,99999.0,0.0
mnxr101033c3c19,99999.0,0.0
mnxr101035c2b,0.0,-99999.0
mnxr101035c2c19,0.0,-99999.0
mnxr101036c3,0.0,0.0
mnxr101037c3,99999.0,-99999.0
mnxr101039c3,99999.0,-99999.0
mnxr101040c3,99999.0,-99999.0
mnxr101050c3,0.0,0.0
mnxr101054c3c19,99999.0,0.0
mnxr101055c3c19,99999.0,-99999.0
mnxr101056c3c19,99999.0,-99999.0
mnxr101057c2b,99999.0,-869.9913
mnxr101057c2c19,99999.0,-869.9913
mnxr101058c3c19,99999.0,0.0
mnxr101078c2,0.0,0.0
mnxr101084c2b,0.0,0.0
mnxr101096c3,99999.0,-99999.0
mnxr101141c19,99999.0,0.0
mnxr101141c3,99999.0,-99999.0
mnxr101143c19,99999.0,0.0
mnxr101146c19,99999.0,0.0
mnxr101146c3,0.0,-99999.0
mnxr101147c19,99999.0,-0.0
mnxr101148c19,99999.0,0.0
mnxr101149c19,99999.0,0.0
mnxr101150c19,99999.0,0.0
mnxr101151c19,99999.0,0.0
mnxr101152c19,99999.0,0.0
mnxr101154c19,99999.0,0.0
mnxr101155c19,99999.0,0.0
mnxr101156c19,99999.0,0.0
mnxr101157c19,99999.0,0.0
mnxr101158c19,99999.0,0.0
mnxr101159c19,99999.0,0.0
mnxr101160c19,99999.0,0.0
mnxr101161c19,99999.0,0.0
mnxr101165c3,0.0,-99999.0
mnxr101167c3,0.0,-99999.0
mnxr101183c3,99999.0,0.0
mnxr101184c3,99999.0,0.0
mnxr101185c3,99999.0,0.0
mnxr101189c3,99999.0,0.0
mnxr101191c3,99999.0,0.0
mnxr101192c3,99999.0,0.0
mnxr101193c3,99999.0,0.0
mnxr101196c3,99999.0,0.0
mnxr101242c3,99999.0,-99999.0
mnxr101251c3,99999.0,-99999.0
mnxr101254c3,0.0,0.0
mnxr101256c3,99999.0,0.0
mnxr101265c3c19,99999.0,0.0
mnxr101266c3c19,99999.0,-99999.0
mnxr101267c3c19,99999.0,-99999.0
mnxr101269c2b,99473.00526,-99999.0
mnxr101269c2c19,99473.00526,-99999.0
mnxr101269c3c19,99999.0,-99999.0
mnxr101273c3,99999.0,-99999.0
mnxr101275c3,99999.0,0.0
mnxr101277c3c19,99999.0,-99999.0
mnxr101278c3c19,99999.0,0.0
mnxr101339c3,99999.0,0.0
mnxr101340c3c19,99999.0,0.0
mnxr101341c2b,0.0,-99999.0
mnxr101341c2c19,0.0,-99999.0
mnxr101347c3,99999.0,0.0
mnxr101350c3,99999.0,-99999.0
mnxr101353c3c19,99999.0,0.0
mnxr101354c2b,0.0,-99999.0
mnxr101354c2c19,99999.0,0.0
mnxr101355c3c19,0.0,0.0
mnxr101356c2b,-0.0,0.0
mnxr101356c2c19,0.0,0.0
mnxr101358c3c19,99999.0,0.0
mnxr101359c2b,0.0,-99999.0
mnxr101359c2c19,99999.0,0.0
mnxr101360c3c19,0.0,0.0
mnxr101361c2b,0.0,0.0
mnxr101361c2c19,0.0,0.0
mnxr101362c3c19,99999.0,0.0
mnxr101363c3c19,99999.0,-99999.0
mnxr101365c3c19,99999.0,0.0
mnxr101366c3c19,99999.0,-99999.0
mnxr101367c2b,99999.0,-99999.0
mnxr101367c2c19,99999.0,-99999.0
mnxr101368c3c19,99999.0,-99999.0
mnxr101369c3c19,99999.0,-99999.0
mnxr101370c3c19,99999.0,-99999.0
mnxr101371c3c19,99999.0,0.0
mnxr101372c3c19,99999.0,-99999.0
mnxr101373c3c19,99999.0,-99999.0
mnxr101400c3c19,99999.0,0.0
mnxr101403c3c19,99999.0,-99999.0
mnxr101407c3,99999.0,0.0
mnxr101411c3,0.0,0.0
mnxr101414c3,99999.0,-99999.0
mnxr101425c3,99999.0,-99999.0
mnxr101439c3,99999.0,-99999.0
mnxr101440c3,99999.0,-99999.0
mnxr101441c3,99999.0,0.0
mnxr101443c3,99999.0,-99999.0
mnxr101444c3,99999.0,-99999.0
mnxr101446c3,99999.0,-99999.0
mnxr101448c3,0.0,0.0
mnxr101456c3,99999.0,0.0
mnxr101460c3c19,99999.0,-99999.0
mnxr101461c3c19,99999.0,0.0
mnxr101462c2b,99999.0,-99999.0
mnxr101462c2c19,99999.0,-99999.0
mnxr101472c3c19,99999.0,0.0
mnxr101473c2b,0.0,-99999.0
mnxr101473c2c19,0.0,-99999.0
mnxr101474c3,99999.0,0.0
mnxr101489c3c19,99999.0,0.0
mnxr101490c3c19,99999.0,-99999.0
mnxr101491c3c19,99999.0,0.0
mnxr101493c2b,99999.0,-99999.0
mnxr101493c2c19,99999.0,-99999.0
mnxr101505c3c19,99999.0,0.0
mnxr101507c2b,-0.022,-0.022
mnxr101507c2c19,-0.022,-0.022
mnxr101507c3c19,99999.0,-99999.0
mnxr101508c3c19,99999.0,-99999.0
mnxr101513c3,0.0,0.0
mnxr101551c3,99999.0,0.0
mnxr101553c3c19,99999.0,-99999.0
mnxr101582c2b,0.0,0.0
mnxr101582c2c19,0.0,-99999.0
mnxr101585c2b,0.0,0.0
mnxr101585c2c19,0.0,0.0
mnxr101619c3,0.0,-99999.0
mnxr101620c3,99999.0,-99999.0
mnxr101621c3,99999.0,-99999.0
mnxr101622c3,99999.0,-99999.0
mnxr101660c3,99999.0,0.0
mnxr101661c3,0.0,0.0
mnxr101662c3,99999.0,-99999.0
mnxr101664c3,99999.0,-99999.0
mnxr101665c3,99999.0,-99999.0
mnxr101666c3,99999.0,0.0
mnxr101669c3c19,99999.0,0.0
mnxr101670c2b,-0.022,-0.022
mnxr101670c2c19,-0.022,-0.022
mnxr101670c3c19,99999.0,-99999.0
mnxr101680c3c19,99999.0,0.0
mnxr101681c3c19,99999.0,0.0
mnxr101689c3c19,0.022,0.022
mnxr101690c2b,-0.022,-0.022
mnxr101690c2c19,-0.022,-0.022
mnxr101702c3,99999.0,-99999.0
mnxr101715c3,99999.0,-99999.0
mnxr101741c3c19,99999.0,0.0
mnxr101742c2b,0.0,-99999.0
mnxr101742c2c19,0.0,-99999.0
mnxr101743c3,99999.0,-99999.0
mnxr101745c3,99999.0,-99999.0
mnxr101748c3,99999.0,-99999.0
mnxr101749c3,99999.0,-99999.0
mnxr101750c3,99999.0,-99999.0
mnxr101759c3,99999.0,0.0
mnxr101794c2b,0.0,0.0
mnxr101794c2c19,0.0,-99999.0
mnxr101794c3c19,99999.0,0.0
mnxr101798c3,99999.0,0.0
mnxr101803c3c19,99999.0,-99999.0
mnxr101804c3c19,99999.0,0.0
mnxr101808c2b,99999.0,-99999.0
mnxr101808c2c19,99999.0,-99999.0
mnxr101858c3c19,99999.0,-99999.0
mnxr101860c3,99999.0,0.0
mnxr101863c3,99999.0,0.0
mnxr101864c3c19,99999.0,0.0
mnxr101865c3c19,99999.0,0.0
mnxr101866c3c19,99999.0,0.0
mnxr101871c3,99999.0,0.0
mnxr101872c3,99999.0,0.0
mnxr101873c3c19,99999.0,-99999.0
mnxr101874c3c19,99999.0,-99999.0
mnxr101875c3c19,99999.0,-99999.0
mnxr101876c3,99999.0,0.0
mnxr101878c3c19,99999.0,-99999.0
mnxr101879c3,99999.0,0.0
mnxr101882c3,99999.0,-99999.0
mnxr101883c3,99999.0,0.0
mnxr101884c3,99999.0,0.0
mnxr101885c3,99999.0,0.0
mnxr101886c3,99999.0,0.0
mnxr101887c3,99999.0,-99999.0
mnxr101891c3,99999.0,0.0
mnxr101892c3,99999.0,0.0
mnxr101893c3,99999.0,0.0
mnxr101897c3,99999.0,0.0
mnxr101898c3,99999.0,-99999.0
mnxr101900c2b,0.0,0.0
mnxr101907c3c19,99999.0,-99999.0
mnxr101909c3,99999.0,-99999.0
mnxr101910c3,99999.0,-99999.0
mnxr101911c3,99999.0,-99999.0
mnxr101912c2b,99999.0,-99999.0
mnxr101912c2c19,99999.0,-99999.0
mnxr101912c3c19,99999.0,-99999.0
mnxr101914c3c19,99999.0,0.0
mnxr101915c3c19,99999.0,0.0
mnxr101918c2b,99999.0,-99999.0
mnxr101918c2c19,99999.0,-99999.0
mnxr101918c3c19,99999.0,0.0
mnxr101928c3,99999.0,0.0
mnxr101931c3,99999.0,0.0
mnxr101933c3,99999.0,0.0
mnxr101935c3,99999.0,-99999.0
mnxr101936c3,99999.0,-99999.0
mnxr101937c3,99999.0,-99999.0
mnxr101938c3,99999.0,-99999.0
mnxr101939c3,99999.0,-99999.0
mnxr101940c3,99999.0,-99999.0
mnxr101945c3,99999.0,-99999.0
mnxr101949c3,99999.0,0.0
mnxr101950c2b,99999.0,-99999.0
mnxr101950c2c19,99999.0,-99999.0
mnxr101950c3c19,99999.0,-99999.0
mnxr101951c3c19,99999.0,0.0
mnxr101952c3c19,99999.0,-99999.0
mnxr101953c3c19,99999.0,0.0
mnxr101955c3c19,99999.0,0.0
mnxr101956c3c19,99999.0,0.0
mnxr101957c3c19,99999.0,0.0
mnxr101958c2b,-0.022,-0.022
mnxr101958c2c19,-0.022,-0.022
mnxr101958c3c19,99999.0,-99998.978
mnxr101959c3c19,99999.0,0.0
mnxr101969c3,99999.0,0.0
mnxr101970c2,99999.0,0.0
mnxr101970c3,99999.0,-99999.0
mnxr101972c2b,99999.0,-99999.0
mnxr101972c2c19,99999.0,-99999.0
mnxr101972c3c19,99999.0,-99999.0
mnxr101973c3c19,99999.0,0.0
mnxr101974c3c19,99999.0,0.0
mnxr101977c3,99999.0,0.0
mnxr101978c3,0.0,-99999.0
mnxr101979c3,0.0,0.0
mnxr101980c3,99999.0,0.0
mnxr101984c3c19,99999.0,-99999.0
mnxr101985c3c19,99999.0,0.0
mnxr101987c19c3,99999.0,0.0
mnxr101989c19c3,99999.0,0.0
mnxr101991c3c19,99999.0,0.0
mnxr101992c2b,99999.0,-99999.0
mnxr101992c2c19,99999.0,-99999.0
mnxr101993c3c19,99999.0,-99999.0
mnxr101994c3c19,99999.0,0.0
mnxr101995c3c19,99999.0,0.0
mnxr102010c3,99999.0,-99999.0
mnxr102011c3,99999.0,0.0
mnxr102027c3,99999.0,0.0
mnxr102028c19,0.0,0.0
mnxr102028c3,99999.0,0.0
mnxr102029c19,0.0,0.0
mnxr102029c3,99999.0,0.0
mnxr102030c19,0.0,0.0
mnxr102030c3,99999.0,0.0
mnxr102031c19,0.0,0.0
mnxr102032c19,99999.0,0.0
mnxr102032c3,99999.0,0.0
mnxr102033c19,0.0,0.0
mnxr102033c3,99999.0,0.0
mnxr102034c19,99999.0,0.0
mnxr102034c3,99999.0,0.0
mnxr102035c19,99999.0,0.0
mnxr102035c3,99999.0,0.0
mnxr102036c19,0.0,0.0
mnxr102036c3,99999.0,-99999.0
mnxr102037c19,99999.0,0.0
mnxr102037c3,99999.0,0.0
mnxr102042c3,99999.0,0.0
mnxr102043c19,0.0,0.0
mnxr102043c3,99999.0,0.0
mnxr102044c3,99999.0,0.0
mnxr102045c3,99999.0,0.0
mnxr102046c3,99999.0,0.0
mnxr102047c3,99999.0,0.0
mnxr102048c3,99999.0,0.0
mnxr102052c3,99999.0,0.0
mnxr102053c3,99999.0,0.0
mnxr102055c3,99999.0,0.0
mnxr102057c3,99999.0,-99999.0
mnxr102058c3,99999.0,0.0
mnxr102059c19c3,99999.0,0.0
mnxr102063c3,99999.0,0.0
mnxr102068c3,99999.0,0.0
mnxr102069c3,99999.0,0.0
mnxr102074c3c19,99999.0,0.0
mnxr102089c2b,0.0,-99999.0
mnxr102089c2c19,0.0,-99999.0
mnxr102090c2b,99999.0,-99999.0
mnxr102090c2c19,99999.0,-99999.0
mnxr102090c3c19,99999.0,-99999.0
mnxr102097c3,99999.0,0.0
mnxr102100c2b,0.0,0.0
mnxr102100c2c19,0.0,0.0
mnxr102101c3c19,0.0,0.0
mnxr102135c3,99999.0,-99999.0
mnxr102137c3,99999.0,-99999.0
mnxr102142c3c19,99999.0,-99999.0
mnxr102143c3c19,99999.0,0.0
mnxr102148c3,99999.0,-99999.0
mnxr102149c3,99999.0,-0.0
mnxr102169c3,99999.0,-99998.978
mnxr102170c3,0.0,0.0
mnxr102180c3,0.0,-99999.0
mnxr102190c3,99999.0,0.0
mnxr102201c3,0.0,0.0
mnxr102209c3,99999.0,0.0
mnxr102218c3,99999.0,-99999.0
mnxr102220c3,99999.0,-99999.0
mnxr102221c3,99999.0,-99999.0
mnxr102222c3c19,99999.0,0.0
mnxr102223c2b,99999.0,-99999.0
mnxr102223c2c19,99999.0,-99999.0
mnxr102223c3c19,99999.0,-99999.0
mnxr102224c3c19,99999.0,-99999.0
mnxr102227c3c19,99999.0,0.0
mnxr102229c3c19,99999.0,0.0
mnxr102230c2b,-0.0,-99999.0
mnxr102230c2c19,-0.0,-99999.0
mnxr102231c3,0.0,-99999.0
mnxr102232c3,0.0,-99999.0
mnxr102234c3,99999.0,0.0
mnxr102237c3c19,99999.0,0.0
mnxr102238c2b,99999.0,-99999.0
mnxr102238c2c19,99999.0,-99999.0
mnxr102239c3,99999.0,0.0
mnxr102242c3c19,99999.0,-99999.0
mnxr102243c3,99999.0,0.0
mnxr102247c3,0.0,0.0
mnxr102248c3,0.0,-99999.0
mnxr102301c3,99999.0,-99999.0
mnxr102302c3,99999.0,-99999.0
mnxr102303c3,99999.0,-99999.0
mnxr102304c3c19,99999.0,0.0
mnxr102306c3c19,99999.0,0.0
mnxr102308c3c19,99999.0,0.0
mnxr102310c3c19,99999.0,0.0
mnxr102311c3,99999.0,0.0
mnxr102312c2b,99999.0,0.0
mnxr102312c2c19,99999.0,0.0
mnxr102313c3c19,0.0,-99999.0
mnxr102339c3c19,99999.0,-99999.0
mnxr102340c3,99999.0,0.0
mnxr102345c3,99999.0,0.0
mnxr102347c19,99999.0,0.0
mnxr102347c3,99999.0,0.0
mnxr102348c19,99999.0,0.0
mnxr102348c3,99999.0,0.0
mnxr102349c19,99999.0,0.0
mnxr102349c3,99999.0,0.0
mnxr102350c19,99999.0,0.0
mnxr102350c3,99999.0,0.0
mnxr102353c19,99999.0,0.0
mnxr102353c3,99999.0,0.0
mnxr102354c19,99999.0,0.0
mnxr102354c3,99999.0,0.0
mnxr102356c19,99999.0,0.0
mnxr102356c3,99999.0,0.0
mnxr102378c3,99998.978,-99999.0
mnxr102391c3,99999.0,-99999.0
mnxr102416c3,99999.0,-99999.0
mnxr102421c3,99999.0,-99999.0
mnxr102425c3,99999.0,0.0
mnxr102428c3,99999.0,0.0
mnxr102437c3,99999.0,0.0
mnxr102438c3,99999.0,-99999.0
mnxr102439c3,99999.0,0.0
mnxr102440c3,99999.0,0.0
mnxr102441c3c19,99999.0,0.0
mnxr102442c3c19,99999.0,0.0
mnxr102443c3c19,99999.0,0.0
mnxr102444c3c19,99999.0,0.0
mnxr102445c3c19,99999.0,0.0
mnxr102459c3c19,99999.0,0.0
mnxr102462c2b,99999.0,0.0
mnxr102462c2c19,99999.0,0.0
mnxr102490c3c19,99999.0,0.0
mnxr102493c3c19,99999.0,-99999.0
mnxr102494c2b,99999.0,-99999.0
mnxr102494c2c19,99999.0,-99999.0
mnxr102495c3,99998.978,-99999.0
mnxr102507c3,99999.0,-99999.0
mnxr102512c3,99999.0,-99999.0
mnxr102514c3,99999.0,-99999.0
mnxr102516c19c3,99999.0,0.0
mnxr102517c3c19,99999.0,0.0
mnxr102518c3c19,99999.0,0.0
mnxr102524c3c19,99999.0,0.0
mnxr102526c3,99999.0,-99999.0
mnxr102527c3,99999.0,-99999.0
mnxr102538c3,99999.0,-99999.0
mnxr102539c3,99999.0,-99999.0
mnxr102540c3,99999.0,0.0
mnxr102543c3,99999.0,0.0
mnxr102547c3,99999.0,-99999.0
mnxr102549c3,99999.0,0.0
mnxr102550c3c19,99999.0,0.0
mnxr102551c3c19,99999.0,0.0
mnxr102552c3c19,99999.0,0.0
mnxr102558c3c19,99999.0,0.0
mnxr102560c19,99999.0,0.0
mnxr102560c3,99999.0,0.0
mnxr102561c19,99999.0,0.0
mnxr102561c3,99999.0,0.0
mnxr102562c19,99999.0,0.0
mnxr102562c3,99999.0,0.0
mnxr102567c19,99999.0,0.0
mnxr102567c3,99999.0,0.0
mnxr102589c3,0.0,-99999.0
mnxr102590c3,0.0,-99999.0
mnxr102591c3,0.0,-99999.0
mnxr102596c3,0.0,-99999.0
mnxr102617c3,99999.0,-99999.0
mnxr102624c3c19,99999.0,0.0
mnxr102625c2b,12499.875,0.0
mnxr102625c2c19,12499.875,0.0
mnxr102637c2b,99999.0,-99999.0
mnxr102637c2c19,99999.0,-99999.0
mnxr102637c3c19,99999.0,0.0
mnxr102650c3,99999.0,0.0
mnxr102659c19,0.0,0.0
mnxr102846c2b,99999.0,0.0
