,minimum,maximum
rxn00527,0.0,999.901865
rxn00527_REV,0.098135,1000.0
rxn00776,0.0,-0.0
rxn00414,0.0,1000.0
rxn08792,0.0,0.0
rJB00261,0.0,0.0
rxn00405,-0.0,8.23019
rxn02213,0.293382,4.866172
rxn00101,0.0,23.510073
rxn13859,0.0,0.0
rxn06439,0.0,0.0
rxn13870,0.0,0.0
rxn13888,0.0,1000.0
rxn13888_REV,0.0,1000.0
rJB00232,0.0,1000.0
rJB00232_REV,0.0,1000.0
rxn00867,0.0,9.450902
rxn05347,0.0,3.658703
rxn05195,0.0,1000.0
rxn05195_REV,0.0,1000.0
rxn13107,0.000104,1000.0
rxn13107_REV,0.0,999.999896
rxn09044,0.0,0.0
rxn05466,10.0,1000.0
rxn05466_REV,0.0,990.0
rxn09692,0.0,1000.0
rxn09692_REV,0.0,1000.0
rxn00283,0.110632,1000.0
rxn00283_REV,0.0,999.889368
rxn05145,0.0,1000.0
rxn05145_REV,0.0,1000.0
rxn00737,0.0,0.161397
rxn08103,0.0,1000.0
rxn08103_REV,0.0,1000.0
rxn00692,0.0,1000.0
rxn00692_REV,0.0,1000.0
rxn00433,0.0,0.0
rxn05229,0.0,1000.0
rxn05229_REV,0.0,1000.0
rxn02938,0.0,1000.0
rxn13804,0.0,0.0
rxn13804_REV,0.0,0.0
rxn00162,0.0,1000.0
rxn10196,0.0,1000.0
rxn10196_REV,0.0,1000.0
rxn10195,0.0,1000.0
rxn10195_REV,0.0,1000.0
rxn10194,0.0,1000.0
rxn10194_REV,0.0,1000.0
rxn00640,0.0,1000.0
rxn00640_REV,0.0,1000.0
rxn00559,0.0,1000.0
rxn00559_REV,0.0,1000.0
rxn05605,0.0,1000.0
rxn05605_REV,0.0,1000.0
rxn05654,0.0,1000.0
rxn05654_REV,0.0,1000.0
rxn01300,0.161563,1000.0
rxn01300_REV,0.0,999.838437
rxn05150,0.0,1000.0
rxn13918,0.0,1000.0
rxn05183,0.0,0.0
rxn05219,0.0,0.0
rxn10042,0.0,1000.0
rxn10042_REV,0.0,1000.0
rxn03919,0.0,0.0
rxn02303,0.000104,0.000104
rxn13890,0.0,1000.0
rxn13890_REV,0.0,1000.0
rxn00656,0.0,1000.0
rxn00656_REV,0.0,1000.0
rxn00927,0.0,1000.0
rxn00927_REV,0.0,1000.0
rxn01299,0.0,1000.0
rxn01299_REV,0.0,1000.0
rxn00926,0.0,23.510073
rxn01137,0.0,23.510073
rxn01858,0.0,-0.0
rxn00598,0.0,1000.0
rxn00598_REV,0.0,1000.0
rxn13865,0.0,1000.0
rxn13865_REV,0.0,1000.0
rxn02369,0.0,1000.0
rxn02369_REV,0.0,1000.0
rxn02144,0.0,4.57279
rxn05673,0.0,0.0
rxn05574,0.0,0.0
rxn01204,0.0,1000.0
rxn01204_REV,0.0,1000.0
rxn10132,0.0,1000.0
rxn10132_REV,0.0,1000.0
rxn01029,0.0,8.23019
rxn00853,0.0,8.23019
rxn00856,0.0,1000.0
rxn00856_REV,0.0,1000.0
rxn05508,0.0,1000.0
rxn05508_REV,0.0,1000.0
rxn00777,0.0,999.320695
rxn00777_REV,0.679305,1000.0
rxn01520,0.016703,0.016703
rxn01073,0.0,0.0
rxn00758,0.0,0.0
rxn00898,0.749085,3.954224
rxn09889,0.161397,0.161397
rxn02175,0.0,1000.0
rxn02175_REV,0.0,1000.0
rxn01303,0.0,0.248334
rxn01304,0.0,0.248334
rxn00953,0.0,1000.0
rxn00953_REV,0.0,1000.0
rxn00950,0.0,1000.0
rxn00742,0.0,0.161397
rxn02302,0.0,1000.0
rxn02302_REV,0.0,1000.0
rxn01816,0.0,1000.0
rxn01816_REV,0.0,1000.0
rxn01018,0.361986,0.361986
rxn00351,0.0,0.0
rxn02312,0.0,1000.0
rxn02312_REV,0.0,1000.0
rxn00141,0.000311,1000.0
rxn00141_REV,0.0,999.999689
rxn00717,0.0,0.0
rxn01626,0.0,0.0
rxn11268,0.0,5.21636
rxn00330,0.0,1000.0
rxn00330_REV,0.0,1000.0
rxn00796,0.0,1000.0
rxn00796_REV,0.0,1000.0
rxn02297,0.0,0.0
rxn02277,0.0,0.0
rxn00126,0.00889,0.00889
rxn01200,0.0,1000.0
rxn01200_REV,0.0,1000.0
rxn00785,0.486343,1000.0
rxn00785_REV,0.0,999.513657
rxn01100,0.0,1000.0
rxn01100_REV,0.0,1000.0
rxn00786,0.0,1000.0
rxn00786_REV,0.0,1000.0
rxn02504,0.000104,1000.0
rxn02504_REV,0.0,999.999896
rxn00095,0.0,0.0
rxn01116,0.0,999.320695
rxn01116_REV,0.679305,1000.0
rxn00791,0.057576,9.544998
rxn02507,0.057576,9.544998
rxn00127,0.0,-0.0
rxn12880,0.000104,1000.0
rxn12880_REV,0.0,999.999896
rxn12510,0.0,1000.0
rxn12510_REV,0.0,1000.0
rxn02934,0.0,1000.0
rxn02934_REV,0.0,1000.0
rxn12788,0.0,1000.0
rxn12788_REV,0.0,1000.0
rxn05221,0.0,1000.0
rxn05221_REV,0.0,1000.0
rxn13819,0.0,1000.0
rxn13819_REV,0.0,1000.0
rxn00670,0.0,0.0
rxn00670_REV,0.0,0.0
rxn00985,0.0,0.0
rxn00985_REV,0.0,0.0
rxn03236,0.0,1000.0
rxn03236_REV,0.0,1000.0
rxn04989,0.0,0.0
rJB00258,0.0,1000.0
rJB00258_REV,0.0,1000.0
rxn01734,0.0,1000.0
rxn01734_REV,0.0,1000.0
rxn00177,0.0,1000.0
rxn00177_REV,0.0,1000.0
rxn01637,0.0,1000.0
rxn01637_REV,0.0,1000.0
rxn00467,0.0,1000.0
rxn00467_REV,0.0,1000.0
rxn00291,0.0,1000.0
rxn00291_REV,0.0,1000.0
rxn00541,0.0,27.972764
rxn00337,0.576142,1000.0
rxn00337_REV,0.0,999.423858
rxn10474,0.0,1000.0
rxn10474_REV,0.0,1000.0
rxn00303,0.0,1000.0
rxn00303_REV,0.0,1000.0
rxn02937,0.368785,1000.0
rxn02937_REV,0.0,999.631215
rxn13810,0.0,1000.0
rxn13810_REV,0.0,1000.0
rxn02988,0.0,0.0
rxn02988_REV,0.0,-0.0
rxn03147,0.368785,0.368785
rxn13854,0.0,1000.0
rxn13854_REV,0.0,1000.0
rxn00019,0.0,1000.0
rxn00019_REV,0.0,1000.0
rxn09566,0.0,19.999171
rxn00208,0.0,9.999585
rxn01252,0.0,0.0
rxn00209,0.0,0.0
rxn01102,0.0,1000.0
rxn01102_REV,0.0,1000.0
rxn13904,0.0,1000.0
rxn13904_REV,0.0,1000.0
rxn01973,0.166245,1000.0
rxn01973_REV,0.0,999.833755
rxn06023,0.0,1000.0
rxn06023_REV,0.0,1000.0
rxn13827,0.0,1000.0
rxn13827_REV,0.0,1000.0
rxn10090,0.0,1000.0
rxn10090_REV,0.0,1000.0
rxn11544,0.0,1000.0
rxn11544_REV,0.0,1000.0
rxn03540,0.0,1000.0
rxn03540_REV,0.0,1000.0
rxn13861,0.0,0.0
rxn02900,0.0,1000.0
rxn02900_REV,0.0,1000.0
rxn00537,0.0,0.0
rxn08707,0.0,1000.0
rxn08707_REV,0.0,1000.0
rxn00361,0.0,1000.0
rxn00361_REV,0.0,1000.0
rxn00250,0.0,1000.0
rxn01462,0.0,0.0
rxn13855,0.0,1000.0
rxn13855_REV,0.0,1000.0
rxn05305,0.0,1000.0
rxn09653,0.0,1000.0
rxn09653_REV,0.0,1000.0
rxn00010,0.0,0.0
rxn00327,0.0,0.0
rxn01746,0.0,1000.0
rxn01746_REV,0.0,1000.0
rxn00139,0.0,23.510073
rxn02271,0.0,1000.0
rxn02271_REV,0.0,1000.0
rxn02867,0.0,1000.0
rxn02867_REV,0.0,1000.0
rxn05241,0.0,1000.0
rxn05241_REV,0.0,1000.0
rxn05240,0.0,1000.0
rxn05240_REV,0.0,1000.0
rxn05242,0.0,1000.0
rxn05242_REV,0.0,1000.0
rxn05375,0.0,0.0
rxn05425,0.0,0.0
rxn05400,0.0,0.0
rxn05379,0.0,0.0
rxn05429,0.0,0.0
rxn05404,0.0,0.0
rxn05409,0.0,0.0
rxn05384,0.0,0.0
rxn05460,0.0,0.015565
rxn05359,0.0,0.0
rxn05363,0.0,0.0
rxn05413,0.0,0.0
rxn05388,0.0,0.0
rxn05417,0.0,0.0
rxn05367,0.0,0.0
rxn05392,0.0,0.0
rxn05371,0.0,0.0
rxn05421,0.0,0.0
rxn05396,0.0,0.0
rxn05346,0.631627,3.658703
rxn05348,0.578717,14.297087
rxn05345,0.472896,14.191266
rxn13851,0.0,0.015565
rxn05350,0.631627,3.658703
rxn05343,0.631627,3.658703
rxn05344,0.472896,41.628006
rxn00189,0.0,1000.0
rxn02569,0.0,1000.0
rxn02569_REV,0.0,1000.0
rxn01255,0.293382,4.866172
rxn05104,0.0,-0.0
rxn01620,0.0,1000.0
rxn01620_REV,0.0,1000.0
rxn05092,0.0,0.0
rxn05091,0.0,1000.0
rxn05091_REV,0.0,1000.0
rxn05107,0.0,1000.0
rxn05107_REV,0.0,1000.0
rxn01406,0.0,0.0
rxn00222,0.0,0.0
rxn00676,0.0,1000.0
rxn00676_REV,0.0,1000.0
rxn02167,0.0,1000.0
rxn02167_REV,0.0,1000.0
rxn05256,0.125829,1000.0
rxn05256_REV,0.0,999.874171
rxn01257,0.000104,1000.0
rxn01257_REV,0.0,999.999896
rxn00147,0.0,1000.0
rxn06831,0.0,0.0
rxn05627,0.0,1000.0
rxn05627_REV,0.0,1000.0
rxn13884,0.026455,1000.0
rxn13884_REV,0.0,999.973545
rxn01211,0.452704,1000.0
rxn01211_REV,0.0,999.547296
rxn00322,0.0,0.0
rxn13809,0.0,1000.0
rxn13809_REV,0.0,1000.0
rxn05687,0.0,0.0
rxn10182,0.0,1000.0
rxn10182_REV,0.0,1000.0
rxn09660,0.0,-0.0
rxn00693,0.087248,1000.0
rxn00693_REV,0.0,999.912752
rxn05232,0.0,0.016703
rxn05235,0.0,0.049125
rxn05234,0.0,0.032422
rxn05236,0.0,0.016703
rxn03052,0.0,1000.0
rxn03052_REV,0.0,1000.0
rxn00134,0.0,1000.0
rxn00134_REV,0.0,1000.0
rxn01987,0.0,1000.0
rxn01987_REV,0.0,1000.0
rxn00772,0.0,1000.0
rxn00772_REV,0.0,1000.0
rxn01538,0.0,1000.0
rxn01538_REV,0.0,1000.0
rxn03900,0.0,1000.0
rxn03900_REV,-0.0,1000.0
rxn03901,0.055316,0.055316
rxn05244,0.0,1000.0
rxn05244_REV,0.0,1000.0
rxn05243,0.0,1000.0
rxn05243_REV,0.0,1000.0
rxn00988,0.0,23.510073
rxn00290,0.0,1000.0
rxn00290_REV,0.0,1000.0
rxn05484,0.0,1000.0
rxn05484_REV,0.0,1000.0
rxn05683,0.0,0.0
rxn12405,0.0,1000.0
rxn12405_REV,0.0,1000.0
rxn00993,0.0,2.249757
rxn01825,0.0,2.249757
rxn00991,0.0,1000.0
rxn00991_REV,0.0,1000.0
rxn01355,0.0,0.0
rxn01504,0.0,1000.0
rxn01504_REV,0.0,1000.0
rxn02898,0.0,0.0
rxn00701,0.0,1000.0
rxn00701_REV,0.0,1000.0
rxn00213,0.0,1000.0
rxn00213_REV,0.0,1000.0
rxn05063,0.0,1000.0
rxn05063_REV,0.0,1000.0
rxn08277,0.0,0.0
rxn00102,0.0,1000.0
rxn00102_REV,0.0,1000.0
rxn00728,0.0,9.487422
rxn01437,0.0,1000.0
rxn01437_REV,0.0,1000.0
rxn13299,0.0,999.999974
rxn01134,0.0,1000.0
rxn01134_REV,0.0,1000.0
rxn13817,0.0,0.0
rxn13643,2.6e-05,1000.0
rxn10160,0.0,1000.0
rxn10160_REV,0.0,1000.0
rxn05565,0.0,0.0
rxn05572,0.0,0.0
rxn01245,0.0,3.205138
rxn02950,0.0,-0.0
rxn10537,0.0,1000.0
rxn10537_REV,0.0,1000.0
rxn01921,0.0,1000.0
rxn01921_REV,0.0,1000.0
rxn13791,0.0,1000.0
rJB00278,0.0,10.0
rxn01275,0.0,1000.0
rxn01275_REV,0.0,1000.0
rxn05571,0.0,1000.0
rxn05571_REV,0.0,1000.0
rxn00547,0.0,1000.0
rxn00547_REV,0.0,1000.0
rxn09370,0.0,0.0
rxn13797,0.0,1000.0
rxn13797_REV,0.0,1000.0
rxn13813,0.0,1000.0
rxn13813_REV,0.0,1000.0
rPY00217,0.0,0.0
rxn04786,0.0,1000.0
rxn04786_REV,0.0,1000.0
rxn00007,0.0,1000.0
rxn00007_REV,0.0,1000.0
rxn10974,0.0,1000.0
rxn10974_REV,0.0,1000.0
rxn00588,0.0,0.0
rxn02971,0.0,1000.0
rxn02971_REV,0.0,1000.0
rxn02782,0.0,1000.0
rxn02782_REV,0.0,1000.0
rxn00478,0.0,9.487422
rxn10260,0.0,1000.0
rxn10260_REV,0.0,1000.0
rxn10263,0.0,1000.0
rxn10263_REV,0.0,1000.0
rxn13815,0.0,0.0
rxn10259,0.0,1000.0
rxn10259_REV,0.0,1000.0
rxn10264,0.0,1000.0
rxn10264_REV,0.0,1000.0
rxn10262,0.0,1000.0
rxn10262_REV,0.0,1000.0
rxn10261,0.0,1000.0
rxn10261_REV,0.0,1000.0
rxn09108,0.0,1000.0
rxn09108_REV,0.0,1000.0
rxn09109,0.0,1000.0
rxn09109_REV,0.0,1000.0
rxn09110,0.0,1000.0
rxn09110_REV,0.0,1000.0
rxn09111,0.029308,1000.0
rxn09111_REV,0.0,999.970692
rxn09112,0.012571,1000.0
rxn09112_REV,0.0,999.987429
rxn09113,0.001221,1000.0
rxn09113_REV,0.0,999.998779
rxn09114,0.036626,1000.0
rxn09114_REV,0.0,999.963374
rxn12221,0.0,1000.0
rxn12221_REV,0.0,1000.0
rxn03136,0.368785,1000.0
rxn03136_REV,0.0,999.631215
rxn00800,0.214376,1000.0
rxn00800_REV,0.0,999.785624
rxn00336,0.0,11.755036
rxn02986,0.0,1000.0
rxn02986_REV,0.0,1000.0
rxn06447,0.0,0.0
rxn05559,0.0,1000.0
rxn05559_REV,0.0,1000.0
rxn01333,0.0,1000.0
rxn01333_REV,0.0,1000.0
rxn00191,0.0,1000.0
rxn00191_REV,0.0,1000.0
rxn00710,0.361986,0.361986
rxn03513,0.0,1000.0
rxn03513_REV,0.0,1000.0
rxn02775,0.0,1000.0
rxn02775_REV,0.0,1000.0
rxn03512,0.0,1000.0
rxn03512_REV,0.0,1000.0
rxn03491,0.0,1000.0
rxn03491_REV,0.0,1000.0
rxn13800,0.0,0.0
rxn05188,0.0,0.0
rxn03514,0.0,1000.0
rxn03514_REV,0.0,1000.0
rxn01513,0.0,1000.0
rxn01513_REV,0.0,1000.0
rxn03841,0.000104,0.000104
rxn05451,0.0,1000.0
rxn05451_REV,0.0,1000.0
rxn05455,0.0,1000.0
rxn05455_REV,0.0,1000.0
rxn05453,0.0,1000.0
rxn05453_REV,0.0,1000.0
rxn05452,0.0,1000.0
rxn05452_REV,0.0,1000.0
rxn05456,0.0,1000.0
rxn05456_REV,0.0,1000.0
rxn05454,0.0,1000.0
rxn05454_REV,0.0,1000.0
rxn05358,-0.0,1000.0
rxn05358_REV,0.0,1000.0
rxn05408,0.0,1000.0
rxn05408_REV,0.0,1000.0
rxn05383,0.0,1000.0
rxn05383_REV,0.0,1000.0
rxn05458,0.0,1000.0
rxn05458_REV,0.0,1000.0
rxn05465,4.290047,1000.0
rxn05465_REV,0.0,995.709953
rxn05459,0.0,1000.0
rxn05459_REV,0.0,1000.0
rxn05457,0.0,1000.0
rxn05457_REV,0.0,1000.0
rxn02405,0.0,0.0
rxn13880,0.026455,1000.0
rxn13880_REV,0.0,999.973545
rxn05306,0.0,1000.0
rxn05306_REV,0.0,1000.0
rxn01022,0.0,1000.0
rxn01022_REV,0.0,1000.0
rxn01360,0.0,9.999585
rxn08335,0.0,1000.0
rxn08335_REV,0.0,1000.0
rJB00259,0.0,1000.0
rJB00259_REV,0.0,1000.0
rxn08336,0.0,0.0
rxn02028,0.0,0.0
rxn05957,0.0,0.125829
rxn00790,0.368785,0.368785
rxn01603,0.000104,0.000104
rxn00689,0.0,1000.0
rxn00689_REV,0.0,1000.0
rxn02508,0.057576,1000.0
rxn02508_REV,0.0,999.942424
rxn06937,0.000829,0.000829
rxn13915,0.0,1000.0
rxn13915_REV,0.0,1000.0
rxn13916,0.0,1000.0
rxn13916_REV,0.0,1000.0
rxn13917,0.0,1000.0
rxn13917_REV,0.0,1000.0
rxn00295,0.0,1000.0
rxn00295_REV,0.0,1000.0
rxn13833,0.0,1000.0
rxn13833_REV,0.0,1000.0
rxn08040,0.0,1000.0
rxn08040_REV,0.0,1000.0
rxn13922,0.0,1000.0
rxn13922_REV,0.0,1000.0
rxn00297,0.0,1000.0
rxn00297_REV,0.0,1000.0
rxn13923,0.0,1000.0
rxn13923_REV,0.0,1000.0
rxn13912,0.0,1000.0
rxn13912_REV,0.0,1000.0
rxn13911,0.0,1000.0
rxn13911_REV,0.0,1000.0
rxn00364,0.027982,1000.0
rxn00364_REV,0.0,999.972018
rxn01219,0.0,999.967578
rxn01219_REV,0.032422,1000.0
rxn02476,0.293382,1000.0
rxn02476_REV,0.0,999.706618
rxn01256,0.235599,2.485355
rxn01000,0.137464,1000.0
rxn01000_REV,0.0,999.862536
rxn03445,0.0,1000.0
rxn03445_REV,0.0,1000.0
rxn02914,0.0,1000.0
rxn02914_REV,0.0,1000.0
rxn03057,0.0,1000.0
rxn03057_REV,0.0,1000.0
rxn12892,0.000104,1000.0
rxn12892_REV,0.0,999.999896
rxn05003,0.000104,1000.0
rxn05003_REV,0.0,999.999896
rxn08353,0.0,1000.0
rxn08353_REV,0.0,1000.0
rxn03395,0.0,1000.0
rxn03395_REV,0.0,1000.0
rxn05672,0.0,1000.0
rxn05672_REV,0.0,1000.0
rxn05298,0.0,1000.0
rxn05298_REV,0.0,1000.0
rxn01476,0.0,1000.0
rxn09502,0.0,10.0
rxn00216,0.0,10.0
rxn01477,2.590256,1000.0
rxn05595,0.0,1000.0
rxn05595_REV,0.0,1000.0
rJB00226,0.0,1000.0
rJB00226_REV,0.0,1000.0
rxn13873,0.0,1000.0
rxn13873_REV,0.0,1000.0
rxn03167,0.000104,0.000104
rxn01398,0.0,1000.0
rxn08766,0.0,3.658703
rxn03511,0.0,0.0
rxn00166,0.0,0.0
rxn00374,0.0,9.450902
rxn13864,0.0,0.0
rxn13860,0.0,-0.0
rxn13903,0.0,1000.0
rxn13903_REV,0.0,1000.0
rxn13902,0.0,1000.0
rxn13902_REV,0.0,1000.0
rxn01672,0.0,0.016703
rxn06443,0.0,0.0
rPY00215,0.0,-0.0
rxn01434,0.295181,1000.0
rxn01434_REV,0.0,999.704819
rxn01465,0.0,999.638014
rxn01465_REV,0.361986,1000.0
rxn13920,0.0,1000.0
rxn13920_REV,0.0,1000.0
rxn01492,0.0,1000.0
rxn01492_REV,0.0,1000.0
rxn02314,0.0,1000.0
rxn02314_REV,0.0,1000.0
rxn05581,0.0,1000.0
rxn05581_REV,0.0,1000.0
rxn10254,0.0,1000.0
rxn10254_REV,0.0,1000.0
rxn10257,0.0,1000.0
rxn10257_REV,0.0,1000.0
rxn06139,0.0,1000.0
rxn06139_REV,0.0,1000.0
rxn08294,0.0,1000.0
rxn08294_REV,0.0,1000.0
rxn08295,0.0,1000.0
rxn08295_REV,0.0,1000.0
rxn08296,0.0,1000.0
rxn08296_REV,0.0,1000.0
rxn08297,0.0,1000.0
rxn08297_REV,0.0,1000.0
rxn08298,0.0,1000.0
rxn08298_REV,0.0,1000.0
rxn08299,0.0,1000.0
rxn08299_REV,0.0,1000.0
rxn08300,0.0,1000.0
rxn08300_REV,0.0,1000.0
rxn10253,0.0,1000.0
rxn10253_REV,0.0,1000.0
rxn10258,0.0,1000.0
rxn10258_REV,0.0,1000.0
rxn10256,0.0,1000.0
rxn10256_REV,0.0,1000.0
rxn10255,0.0,1000.0
rxn10255_REV,0.0,1000.0
rxn00132,0.0,1000.0
rxn00363,0.0,0.0
rxn01507,0.0,0.0
rxn01218,0.0,0.0
rxn01445,0.0,0.0
rxn01145,0.0,0.0
rxn01521,0.0,0.0
rxn00913,0.0,0.0
rxn00831,0.0,23.510073
rxn00708,0.0,0.0
rxn01961,0.0,0.0
rxn03910,0.000933,1000.0
rxn03910_REV,0.0,999.999067
rxn03907,0.000933,1000.0
rxn03907_REV,0.0,999.999067
rxn00459,0.0,1000.0
rxn00459_REV,0.0,1000.0
rxn02331,0.0,0.0
rxn00412,0.0,1000.0
rxn00410,0.0,1000.0
rxn00410_REV,0.0,1000.0
rxn06673,0.0,1000.0
rxn13874,0.026455,1000.0
rxn13874_REV,0.0,999.973545
rxn13882,0.05291,1000.0
rxn13882_REV,0.0,999.94709
rxn13881,0.05291,1000.0
rxn13881_REV,0.0,999.94709
rxn13889,0.0,1000.0
rxn13889_REV,0.0,1000.0
rxn05030,0.0,0.0
rxn00119,0.340295,1000.0
rxn00119_REV,0.0,999.659705
rxn01517,0.0,1000.0
rxn01517_REV,0.0,1000.0
rxn03087,0.0,999.833755
rxn03087_REV,0.166245,1000.0
rxn03031,0.166245,0.166245
rxn10206,0.0,0.0
rxn10209,0.0,0.0
rxn08546,0.0,0.0
rxn08547,0.0,0.0
rxn08548,0.0,0.0
rxn08549,0.0,0.083335
rxn08551,0.0,0.012199
rxn10205,0.0,-0.0
rxn10210,0.0,-0.0
rxn10208,0.0,0.0
rxn10207,0.0,-0.0
rxn10203,0.0,0.0
rxn10202,0.0,0.083335
rxn10204,0.0,0.012199
rxn08067,0.0,1000.0
rxn08067_REV,0.0,1000.0
rxn00097,0.0,1000.0
rxn00097_REV,0.0,1000.0
rxn01127,0.0,999.983297
rxn01127_REV,0.016703,1000.0
rxn08066,0.0,1000.0
rxn08066_REV,0.0,1000.0
rxn00251,0.0,1000.0
rxn00251_REV,0.0,1000.0
rxn05516,0.0,1000.0
rxn03446,0.0,-0.0
rxn01069,0.161563,28.295724
rxn04783,0.0,0.368785
rxn01484,0.0,1000.0
rxn01484_REV,0.0,1000.0
rxn02005,0.0,1000.0
rxn02005_REV,0.0,1000.0
rxn03084,0.368785,0.368785
rxn05301,0.0,1000.0
rxn05301_REV,0.0,1000.0
rxn00917,0.238328,0.238328
rxn00409,0.0,1000.0
rxn00409_REV,0.0,1000.0
rxn00839,0.0,1000.0
rxn00839_REV,0.0,1000.0
rxn01673,0.0,1000.0
rxn01673_REV,0.0,1000.0
rxn01353,0.0,1000.0
rxn01353_REV,0.0,1000.0
rxn01512,0.0,1000.0
rxn01512_REV,0.0,1000.0
rxn01678,0.0,1000.0
rxn01678_REV,0.0,1000.0
rxn00237,0.0,1000.0
rxn00237_REV,0.0,1000.0
rxn00117,0.405364,1000.0
rxn00117_REV,0.0,999.594636
rxn00423,0.0,0.125829
rPY00214,0.0,-0.0
rxn10144,0.0,1000.0
rxn05625,0.0,1000.0
rxn05557,0.0,1000.0
rxn00131,0.0,1000.0
rxn00131_REV,0.0,1000.0
rxn02484,0.0,1000.0
rxn02484_REV,0.0,1000.0
rxn03108,0.0,1000.0
rxn03108_REV,0.0,1000.0
rxn06441,0.0,0.0
rxn10199,0.055316,1000.0
rxn10199_REV,0.0,999.944684
rxn02155,0.0,1000.0
rxn02155_REV,0.0,1000.0
rxn13044,0.000104,1000.0
rxn13044_REV,0.0,999.999896
rxn05551,0.0,0.0
rxn00001,0.0,1000.0
rxn13826,0.000104,1000.0
rxn13826_REV,0.0,999.999896
rxn01466,0.000104,0.000104
rxn03909,0.000933,0.000933
rxn05515,0.0,0.0
rxn10266,0.0,0.0
rxn10269,0.0,0.0
rxn10265,0.0,0.0
rxn10270,0.0,0.0
rxn10268,0.0,0.0
rxn10267,0.0,0.0
rxn09101,0.0,0.0
rxn09102,0.0,0.0
rxn09103,0.0,0.0
rPY00173,0.003047,0.003047
rxn09104,0.029308,0.029308
rxn09105,0.012571,0.012571
rPY00176,0.005699,0.005699
rxn09106,0.001221,0.001221
rxn09107,0.036626,0.036626
rxn13887,-0.0,0.0
rxn00438,0.0,1000.0
rxn00438_REV,0.0,1000.0
rxn03080,0.0,1000.0
rxn03080_REV,0.0,1000.0
rxn13905,0.0,0.0
rxn02475,0.0,0.0
rxn07099,0.0,0.0
rxn02366,0.0,0.0
rJB00223,0.0,1000.0
rJB00223_REV,0.0,1000.0
rxn13798,0.0,1000.0
rxn13798_REV,0.0,1000.0
rxn04454,0.0,0.0
rxn01258,0.0,1000.0
rxn01258_REV,0.0,1000.0
rxn00792,0.0,0.0
rxn00792_REV,0.0,0.0
rxn05526,0.0,1000.0
rxn05526_REV,0.0,1000.0
rxn05618,0.0,0.0
rxn10963,0.0,1000.0
rxn10963_REV,0.0,1000.0
rxn01636,0.0,1000.0
rxn01636_REV,0.0,1000.0
rxn13883,0.05291,1000.0
rxn13883_REV,0.0,999.94709
rxn00851,0.055316,0.055316
rxn02286,0.055316,0.055316
rxn03408,0.055316,1000.0
rxn03408_REV,0.0,999.944684
rxn02008,0.055316,0.055316
rxn03904,0.055316,1000.0
rxn03904_REV,0.0,999.944684
rxn03164,0.055316,0.055316
rxn02011,0.055316,0.055316
rxn03917,0.0,1000.0
rxn03917_REV,0.0,1000.0
rxn06448,0.0,0.0
rxn00789,0.083919,9.534821
rxn00461,0.055316,1000.0
rxn00461_REV,0.0,999.944684
rxn01117,0.0,1000.0
rxn01117_REV,0.0,1000.0
rxn02404,0.0,0.0
rJB00241,0.0,1000.0
rJB00241_REV,0.0,1000.0
rxn02402,0.0,0.0
rxn00100,0.0,0.0
rxn00392,0.0,1000.0
rxn00392_REV,0.0,1000.0
rxn00179,1.082027,1000.0
rxn00179_REV,0.0,998.917973
rxn09037,0.000104,0.000104
rxn05028,0.000104,0.000104
rxn00014,0.0,1000.0
rxn00014_REV,0.0,1000.0
rxn09674,0.0,1000.0
rxn09674_REV,0.0,1000.0
rxn00915,0.0,0.0
rxn00836,0.0,23.510073
rxn12218,0.000104,1000.0
rxn12218_REV,0.0,999.999896
rxn00193,0.055316,1000.0
rxn00193_REV,0.0,999.944684
rxn09179,0.0,0.000104
rxn03908,0.000933,1000.0
rxn03908_REV,0.0,999.999067
rxn00770,0.872266,1000.0
rxn00770_REV,0.0,999.127734
rxn10227,0.0,0.0
rxn10230,0.0,0.0
rxn13816,0.0,0.0
rxn10226,0.0,0.0
rxn10231,0.0,0.0
rxn10229,0.0,0.0
rxn10228,0.0,0.0
rxn09205,0.0,0.0
rxn09206,0.0,0.0
rxn09207,0.0,0.0
rPY00164,0.00141,0.00141
rxn09208,0.049571,0.049571
rxn09209,0.021028,0.021028
rPY00169,0.003135,0.003135
rxn09210,0.002145,0.002145
rxn09211,0.070689,0.070689
rxn00912,0.0,1000.0
rxn00912_REV,0.0,1000.0
rxn01791,0.0,-0.0
rxn00346,0.0,12.734913
rxn01977,0.0,1000.0
rxn01977_REV,0.0,1000.0
rxn02380,0.0,1000.0
rxn02380_REV,0.0,1000.0
rxn00558,0.0,1000.0
rxn00558_REV,0.0,1000.0
rxn00747,0.2966,1000.0
rxn00747_REV,0.0,999.7034
rxn01485,0.0,999.836457
rxn01485_REV,0.163543,1000.0
rxn02201,0.000104,0.000104
rxn10171,0.0,1000.0
rxn10171_REV,0.0,1000.0
rxn05470,0.0,999.999896
rxn05470_REV,0.000104,1000.0
rxn05602,0.0,1000.0
rxn05602_REV,0.0,1000.0
rxn10571,0.0,1000.0
rxn05616,0.0,1000.0
rxn05616_REV,0.0,1000.0
rxn06672,0.0,1000.0
rxn06672_REV,0.0,1000.0
rxn00832,0.0,999.547296
rxn00832_REV,0.452704,1000.0
rxn03137,0.452704,1000.0
rxn03137_REV,0.0,999.547296
rxn02895,0.368785,0.368785
rxn01294,0.0,0.0
rxn00838,0.214376,23.724449
rxn02875,0.0,1000.0
